id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,car_score,milage_per_year,price
32012,33,817,8,122961,3,752,10,45,18,0,0,828,13662.333333333334,74995
32013,12,482,5,35698,3,367,6,48,25,1,0,449,5949.666666666667,21500
32014,5,165,17,110000,3,174,9,87,52,1,0,325,6111.111111111111,45000
32015,30,1147,9,71750,3,672,19,45,25,1,0,764,7175.0,27499
32016,27,1531,6,58000,3,883,19,45,25,1,0,975,8285.714285714286,32500
32017,33,1716,2,4200,3,962,17,45,52,1,0,1079,1400.0,44990
32018,28,1146,6,57912,3,743,31,45,25,1,0,847,8273.142857142857,23750
32019,39,1326,9,157000,6,779,19,45,25,1,0,874,15700.0,18750
32020,16,479,10,106000,3,791,9,45,25,1,0,873,9636.363636363636,19500
32021,17,364,10,86500,3,351,17,16,25,1,0,412,7863.636363636364,17900
32022,19,188,16,162000,3,132,0,87,25,0,0,247,9529.411764705883,7500
32023,33,1246,7,65000,3,803,9,48,25,1,0,888,8125.0,32000
32024,30,605,12,85252,3,395,4,45,25,1,0,472,6557.846153846154,19500
32025,11,106,13,109902,3,64,4,24,6,0,0,101,7850.142857142857,9500
32026,27,1004,7,60100,3,590,19,60,6,1,0,678,7512.5,27000
32027,34,692,9,98000,3,534,4,48,25,1,0,614,9800.0,13000
32028,32,1206,5,69800,2,711,5,48,3,1,0,769,11633.333333333334,27000
32029,25,684,7,73948,6,663,6,87,6,1,0,768,9243.5,31990
32030,32,1272,13,162000,3,438,5,45,25,0,0,516,11571.42857142857,12000
32031,30,554,8,120000,3,386,4,48,25,1,0,466,13333.333333333334,16000
32032,32,1558,4,33000,3,862,4,149,10,1,0,1028,6600.0,71995
32033,23,951,4,58600,3,576,4,48,54,1,0,685,11720.0,15900
32034,49,1775,1,1500,3,1022,4,87,54,1,0,1170,750.0,130000
32035,30,558,11,76474,3,418,17,45,25,1,0,508,6372.833333333333,20500
32036,30,530,9,131200,3,386,17,87,43,0,0,536,13120.0,20900
32037,29,850,9,73000,3,478,17,48,25,0,0,571,7300.0,23000
32038,25,684,16,181000,6,559,4,16,3,1,0,588,10647.058823529413,14500
32039,36,1140,6,53500,3,718,4,48,6,1,0,779,7642.857142857143,35800
32040,34,577,10,81696,3,514,15,48,25,1,0,605,7426.909090909091,11999
32041,18,790,7,68871,3,386,5,16,25,1,0,435,8608.875,29497
32042,24,498,15,98313,3,166,5,16,25,0,0,215,6144.5625,15000
32043,21,716,9,87009,3,513,4,48,25,1,0,593,8700.9,17800
32044,18,1521,6,75965,3,862,4,60,25,1,0,954,10852.142857142857,44000
32045,32,1395,5,40000,3,865,5,60,25,1,0,958,6666.666666666667,55000
32046,19,119,24,73000,3,93,2,45,6,0,0,149,2920.0,22500
32047,32,1505,2,15000,3,845,31,60,25,1,0,964,5000.0,48500
32048,12,839,4,74725,3,541,13,45,25,1,0,627,14945.0,21612
32049,39,1443,3,38012,3,794,20,165,25,1,0,1007,9503.0,42999
32050,33,1460,7,62660,2,500,5,48,25,1,0,580,7832.5,27450
32051,30,833,11,110000,3,348,17,48,25,0,0,441,9166.666666666666,13000
32052,28,618,8,71000,3,743,4,24,43,0,0,817,7888.888888888889,35999
32053,36,685,8,21240,3,386,4,16,25,1,0,434,2360.0,9999
32054,34,1302,7,46100,3,726,4,48,6,0,0,787,5762.5,30000
32055,41,766,8,112000,5,374,4,45,43,1,0,471,12444.444444444445,57000
32056,27,441,13,106000,3,419,4,48,3,0,0,477,7571.428571428572,8300
32057,32,1206,5,61874,3,799,27,87,84,1,0,1000,10312.333333333334,28324
32058,32,491,6,63398,3,756,4,24,25,0,0,812,9056.857142857143,35850
32059,9,202,27,134033,3,34,2,24,25,0,0,88,4786.892857142857,7600
32060,30,797,7,98000,3,460,19,87,6,1,0,575,12250.0,21500
32061,28,1587,3,4500,3,743,31,48,43,1,0,868,1125.0,70999
32062,32,960,4,24000,3,581,4,48,3,1,0,639,4800.0,32850
32063,29,392,12,65750,3,257,4,87,25,1,0,376,5057.692307692308,16500
32064,30,787,12,92008,3,418,19,45,25,1,0,510,7077.538461538462,12000
32065,32,1401,2,6090,3,769,31,48,6,1,0,857,2030.0,47800
32066,19,209,13,87000,3,164,4,45,3,0,0,219,6214.285714285715,20000
32067,33,709,10,111095,2,500,5,48,3,0,0,558,10099.545454545454,16000
32068,32,960,8,104000,3,581,4,48,3,1,0,639,11555.555555555555,12500
32069,33,1702,3,67800,3,962,17,87,25,1,0,1094,16950.0,18200
32070,36,1706,6,54320,3,967,17,45,6,1,0,1038,7760.0,48990
32071,17,219,14,95798,3,237,9,25,25,1,0,299,6386.533333333334,9850
32072,17,158,10,91545,3,113,5,87,25,1,0,233,8322.272727272728,19500
32073,32,1206,5,81000,3,769,31,45,3,1,0,851,13500.0,34000
32074,12,883,8,91600,3,444,5,48,6,1,0,506,10177.777777777777,20995
32075,25,565,9,151400,3,237,4,14,6,1,0,264,15140.0,9200
32076,42,1408,4,35500,3,832,25,48,25,1,0,933,7100.0,25999
32077,18,762,8,115600,3,562,17,45,25,1,0,652,12844.444444444445,217000
32078,25,613,10,53000,3,355,4,16,25,0,0,403,4818.181818181818,42900
32079,33,1246,7,74000,3,803,9,45,25,1,0,885,9250.0,179000
32080,26,1003,7,50000,3,642,19,45,25,1,0,734,6250.0,33000
32081,28,276,16,68750,3,236,9,24,25,1,0,297,4044.1176470588234,27500
32082,32,222,12,163000,3,65,4,16,25,1,0,113,12538.461538461539,11495
32083,33,1188,5,88883,3,752,27,97,58,1,0,937,14813.833333333334,49883
32084,32,825,7,20220,3,515,4,16,25,1,0,563,2527.5,35500
32085,30,895,9,57939,3,543,19,87,25,1,0,677,5793.9,27500
32086,34,1333,3,19200,3,737,4,48,54,1,0,846,4800.0,41500
32087,34,1688,11,35943,3,933,15,87,25,1,0,1063,2995.25,28900
32088,24,1403,4,56300,3,764,19,24,25,1,0,835,11260.0,49900
32089,32,598,5,28724,3,506,4,87,25,0,0,625,4787.333333333333,18300
32090,36,1750,1,2200,6,936,19,87,25,1,0,1073,1100.0,81500
32091,11,851,6,119950,3,459,15,45,25,1,0,547,17135.714285714286,20900
32092,26,1288,3,82146,3,708,20,144,25,1,0,900,20536.5,38633
32093,30,925,12,49000,3,553,15,48,25,1,0,644,3769.230769230769,39000
32094,16,433,5,30000,3,405,6,45,25,0,0,484,5000.0,18950
32095,23,375,13,199000,3,291,4,24,6,0,0,328,14214.285714285714,15990
32096,40,1511,1,10400,3,769,19,103,54,1,0,948,5200.0,45000
32097,30,841,7,117000,3,596,19,48,6,1,0,672,14625.0,17500
32098,45,1686,4,1795,3,976,20,228,104,1,0,1331,359.0,67900
32099,33,1215,6,20200,3,656,5,45,25,1,0,734,2885.714285714286,36000
32100,28,770,7,96273,3,743,5,45,25,0,0,821,12034.125,15500
32101,18,489,19,140000,3,239,4,45,25,0,0,316,7000.0,6000
32102,25,565,6,29400,3,437,19,24,25,1,0,508,4200.0,46750
32103,33,1716,1,3273,3,962,17,45,25,1,0,1052,1636.5,78999
32104,41,1677,7,34500,3,880,15,48,43,1,0,989,4312.5,96850
32105,36,1482,9,59271,3,718,4,45,25,1,0,795,5927.1,19000
32106,32,825,7,61000,3,515,5,48,25,1,0,596,7625.0,17000
32107,30,520,8,82900,3,386,4,48,54,0,0,495,9211.111111111111,16500
32108,24,772,6,127500,3,481,4,60,25,1,0,573,18214.285714285714,44850
32109,30,384,15,91545,3,418,17,87,54,1,0,579,5721.5625,18000
32110,41,1668,3,7400,3,1007,17,45,25,1,0,1097,1850.0,50999
32111,16,433,10,107818,3,405,6,16,25,0,0,455,9801.636363636364,15000
32112,41,1281,9,70500,3,590,17,16,52,0,0,678,7050.0,26000
32113,30,934,11,26000,3,736,19,16,25,0,0,799,2166.6666666666665,35300
32114,32,979,5,59000,3,756,31,45,25,1,0,860,9833.333333333334,37500
32115,19,832,5,13828,6,559,4,16,25,1,0,610,2304.6666666666665,44000
32116,22,1295,4,27989,3,506,5,60,3,1,0,577,5597.8,39000
32117,27,243,24,50000,3,150,5,48,6,1,0,212,2000.0,20999
32118,34,1340,10,79876,3,903,15,45,54,1,0,1020,7261.454545454545,15500
32119,34,1588,6,63000,3,896,4,60,43,0,0,1006,9000.0,72000
32120,30,1512,18,106000,3,575,17,16,25,1,0,636,5578.9473684210525,19500
32121,14,1559,7,8228,3,922,19,45,25,1,0,1014,1028.5,55000
32122,34,1064,6,45791,3,534,4,48,25,1,0,614,6541.571428571428,31500
32123,25,1195,10,129567,3,812,4,45,25,1,0,889,11778.818181818182,15999
32124,26,932,7,99500,3,642,19,87,25,1,0,776,12437.5,28450
32125,26,440,16,170000,3,224,4,87,3,0,0,321,10000.0,8500
32126,32,979,5,80124,3,756,9,48,52,0,0,868,13354.0,42000
32127,50,1445,8,21800,3,776,15,87,25,1,0,906,2422.222222222222,67000
32128,33,1246,16,86170,3,345,4,45,25,1,0,422,5068.823529411765,15500
32129,32,1222,8,98000,2,654,5,48,3,1,0,712,10888.888888888889,25500
32130,32,1386,9,88000,3,916,9,48,25,1,0,1001,8800.0,14000
32131,32,1646,4,36500,5,949,31,60,43,1,0,1088,7300.0,79900
32132,19,1158,2,31000,3,626,17,87,25,0,0,758,10333.333333333334,46500
32133,30,863,7,98600,3,543,19,87,6,1,0,658,12325.0,26500
32134,30,384,11,76474,3,418,4,24,25,1,0,474,6372.833333333333,12500
32135,26,24,17,103000,3,51,4,16,25,1,0,99,5722.222222222223,7200
32136,34,1493,6,32000,3,817,17,48,25,0,0,910,4571.428571428572,48990
32137,28,1647,3,38500,3,743,4,45,25,0,0,820,9625.0,94995
32138,2,72,16,185963,3,40,6,149,3,0,0,201,10939.0,5100
32139,23,854,6,74000,3,567,4,16,6,0,0,596,10571.42857142857,30500
32140,34,1302,8,35003,3,726,2,87,3,0,0,821,3889.222222222222,25999
32141,33,240,23,139000,3,102,4,87,3,1,0,199,5791.666666666667,4400
32142,30,1620,1,195,3,953,20,236,25,1,0,1237,97.5,144664
32143,28,942,12,150000,3,349,4,45,25,1,0,426,11538.461538461539,28000
32144,32,979,11,64500,3,441,9,48,25,1,0,526,5375.0,36000
32145,41,1784,5,1912,3,1030,19,24,25,1,0,1101,318.6666666666667,279000
32146,18,652,7,68200,3,403,5,45,25,0,0,481,8525.0,20000
32147,36,1678,2,29700,6,936,19,45,25,1,0,1031,9900.0,36990
32148,34,1064,4,23083,3,719,30,60,6,1,0,818,4616.6,33500
32149,34,1768,6,4500,3,933,17,45,25,1,0,1023,642.8571428571429,90000
32150,30,1324,7,16900,3,736,19,48,25,1,0,831,2112.5,69000
32151,24,112,12,16100,3,63,4,24,6,1,0,100,1238.4615384615386,6700
32152,30,1324,4,50000,3,736,19,60,5,1,0,823,10000.0,45000
32153,34,1711,5,16000,6,960,17,87,25,1,0,1095,2666.6666666666665,63000
32154,30,787,7,69750,3,418,4,48,25,0,0,498,8718.75,26900
32155,34,1053,8,76850,3,668,17,45,25,0,0,758,8538.888888888889,31300
32156,30,1324,4,67550,3,736,19,87,52,0,0,897,13510.0,27500
32157,25,317,17,123620,3,176,4,45,25,0,0,253,6867.777777777777,9900
32158,41,1299,7,42596,3,864,17,45,54,1,0,983,5324.5,78000
32159,33,1193,5,58100,3,616,19,45,25,1,0,708,9683.333333333334,27500
32160,32,1646,2,44000,5,949,31,45,43,1,0,1073,14666.666666666666,71000
32161,33,535,17,170000,3,343,0,16,25,0,0,387,9444.444444444445,6500
32162,34,638,11,90400,3,315,15,16,6,1,0,355,7533.333333333333,14500
32163,34,782,8,41500,3,801,15,48,25,1,0,892,4611.111111111111,115000
32164,30,749,10,39300,3,281,19,45,6,1,0,354,3572.7272727272725,39390
32165,26,560,9,67882,3,325,30,87,25,1,0,470,6788.2,19190
32166,16,272,20,90000,3,179,1,45,25,0,0,253,4285.714285714285,17000
32167,19,320,16,162000,3,135,4,48,3,0,0,193,9529.411764705883,6300
32168,34,1628,9,1500,5,770,17,48,25,1,0,865,150.0,23800
32169,34,1588,7,38800,3,896,17,48,25,1,0,989,4850.0,86900
32170,13,453,9,83853,3,645,14,60,25,0,0,747,8385.3,13310
32171,22,242,11,135000,2,308,5,24,6,1,0,345,11250.0,21500
32172,24,112,15,209500,3,63,4,3,5,1,0,78,13093.75,8500
32173,28,1741,3,11459,3,743,31,48,25,1,0,850,2864.75,99000
32174,30,366,15,109330,3,418,17,45,6,0,0,489,6833.125,16000
32175,34,1632,7,41500,3,802,17,48,25,0,0,895,5187.5,44800
32176,16,765,19,76000,3,237,9,60,25,1,0,334,3800.0,6499
32177,26,1155,11,58500,3,642,9,45,25,1,0,724,4875.0,35000
32178,32,1134,4,26800,3,799,14,87,3,0,0,906,5360.0,46199
32179,16,1202,4,40971,3,628,6,87,43,1,0,767,8194.2,21865
32180,17,158,13,58800,3,113,17,60,3,1,0,196,4200.0,4500
32181,33,253,12,179200,2,328,4,45,25,0,0,404,13784.615384615385,5899
32182,29,513,6,87500,3,473,17,48,25,0,0,566,12500.0,26500
32183,34,1053,13,41314,3,511,15,48,6,1,0,583,2951.0,39985
32184,14,186,11,134000,3,51,4,45,25,0,0,128,11166.666666666666,8500
32185,39,1020,8,8974,3,443,19,45,25,1,0,535,997.1111111111111,30500
32186,30,925,18,95816,3,336,9,16,25,1,0,389,5042.9473684210525,12000
32187,33,665,16,138000,3,90,4,24,6,1,0,127,8117.64705882353,6500
32188,12,294,31,58981,1,319,4,45,6,1,0,375,1843.15625,9599
32189,29,1648,7,54300,3,932,19,16,25,1,0,995,6787.5,107900
32190,32,1526,3,8911,3,799,29,190,89,1,0,1110,2227.75,24991
32191,30,925,15,99999,3,553,17,48,25,1,0,646,6249.9375,26125
32192,30,1149,7,37000,3,596,4,87,6,1,0,696,4625.0,33000
32193,33,1670,4,3053,3,962,19,48,52,1,0,1084,610.6,26999
32194,38,1598,5,25568,3,1003,20,45,25,1,0,1096,4261.333333333333,47214
32195,24,1165,3,104000,3,638,4,3,6,1,0,654,26000.0,36495
32196,32,457,10,138415,3,438,5,24,25,0,0,495,12583.181818181818,16500
32197,21,812,10,86629,3,549,15,45,25,0,0,637,7875.363636363636,13995
32198,32,1664,7,16000,5,741,5,45,25,0,0,821,2000.0,31000
32199,33,1246,7,26000,3,803,17,45,25,1,0,893,3250.0,45000
32200,29,858,6,54000,3,555,19,48,6,0,0,631,7714.285714285715,18000
32201,17,314,7,64776,3,237,5,48,10,1,0,303,8097.0,15995
32202,21,667,11,93500,3,333,4,45,25,0,0,410,7791.666666666667,18500
32203,34,1019,7,36900,3,534,30,87,25,1,0,679,4612.5,28500
32204,33,1716,2,7100,3,962,19,45,25,1,0,1054,2366.6666666666665,29993
32205,22,336,3,41000,3,616,4,87,25,1,0,735,10250.0,51500
32206,23,951,5,63300,3,576,4,48,25,1,0,656,10550.0,12000
32207,21,471,11,101900,3,549,7,48,6,0,0,613,8491.666666666666,16000
32208,28,1576,3,11459,3,743,31,60,25,1,0,862,2864.75,72900
32209,26,591,19,112630,3,123,0,2,6,1,0,134,5631.5,13800
32210,19,528,13,130000,3,249,2,103,6,0,0,363,9285.714285714286,24500
32211,30,384,13,76500,3,418,5,45,25,0,0,496,5464.285714285715,12000
32212,36,1482,5,49208,3,718,19,45,25,1,0,810,8201.333333333334,33500
32213,32,1420,7,45843,3,769,17,45,25,1,0,859,5730.375,43500
32214,30,627,10,112000,3,418,4,48,6,0,0,479,10181.818181818182,14000
32215,32,1395,7,94634,5,744,5,87,25,1,0,866,11829.25,51000
32216,26,1464,3,8794,3,642,4,45,25,1,0,719,2198.5,41000
32217,30,1620,3,13700,3,890,4,60,43,1,0,1000,3425.0,76000
32218,34,1550,5,10500,3,976,21,45,25,1,0,1070,1750.0,45861
32219,34,503,10,83112,3,437,15,16,6,1,0,477,7555.636363636364,18900
32220,30,543,13,135000,3,418,19,16,6,1,0,462,9642.857142857143,9999
32221,16,582,6,148000,3,405,9,45,25,0,0,487,21142.85714285714,10500
32222,25,613,9,113000,3,355,5,45,25,1,0,433,11300.0,22500
32223,47,1809,6,1795,3,1017,20,238,10,1,0,1288,256.42857142857144,599000
32224,41,1772,7,20561,3,1032,37,48,25,1,0,1145,2570.125,175000
32225,23,260,16,99700,3,187,4,45,6,1,0,245,5864.705882352941,15500
32226,41,830,9,57912,3,484,19,60,6,1,0,572,5791.2,28500
32227,26,440,16,58500,3,224,1,60,25,1,0,313,3441.176470588235,20000
32228,32,411,8,71000,3,165,5,48,3,0,0,224,7888.888888888889,24500
32229,25,684,7,67482,6,663,4,48,6,1,0,727,8435.25,11499
32230,33,834,7,71097,3,443,15,48,25,0,0,534,8887.125,17899
32231,11,851,2,19400,3,549,15,16,25,1,0,608,6466.666666666667,71000
32232,19,1134,9,65000,3,687,5,45,3,1,0,743,6500.0,18995
32233,25,1061,12,97097,3,619,4,48,6,1,0,680,7469.0,15000
32234,26,59,14,212500,3,51,4,45,25,1,0,128,14166.666666666666,6500
32235,21,1574,6,33000,3,845,17,24,3,1,0,892,4714.285714285715,53000
32236,41,842,28,38000,1,319,17,103,54,1,0,494,1310.344827586207,75000
32237,29,850,9,89500,3,478,17,87,43,1,0,628,8950.0,26000
32238,30,833,9,71400,3,672,17,87,25,1,0,804,7140.0,22000
32239,30,1324,5,41000,3,736,19,48,6,1,0,812,6833.333333333333,38000
32240,29,850,8,106000,3,478,17,45,43,1,0,586,11777.777777777777,18000
32241,33,1525,9,25548,3,803,9,87,3,1,0,905,2554.8,49000
32242,33,1716,1,3273,3,962,17,16,52,1,0,1050,1636.5,40999
32243,33,1670,2,7900,3,962,19,48,52,1,0,1084,2633.3333333333335,114000
32244,12,899,4,7666,3,539,9,87,25,1,0,663,1533.2,18795
32245,6,344,18,130000,3,304,0,103,25,0,0,435,6842.105263157895,35000
32246,33,893,4,84100,3,639,4,60,6,1,0,712,16820.0,33000
32247,28,1741,6,600,3,743,4,45,25,1,0,820,85.71428571428571,103000
32248,5,165,13,185000,3,268,5,48,25,0,0,349,13214.285714285714,7850
32249,14,580,12,122000,3,400,4,48,25,0,0,480,9384.615384615385,9500
32250,31,1241,5,87500,3,743,31,45,25,1,0,847,14583.333333333334,32471
32251,33,1193,5,67852,3,682,21,45,58,1,0,809,11308.666666666666,33885
32252,14,386,8,66000,3,332,9,87,25,1,0,456,7333.333333333333,12500
32253,25,1144,7,123000,3,412,17,45,52,1,0,529,15375.0,23500
32254,6,107,17,152000,3,58,4,48,25,0,0,138,8444.444444444445,7999
32255,13,840,4,25240,3,640,29,60,25,1,0,757,5048.0,39979
32256,32,327,13,202000,3,277,17,24,6,0,0,327,14428.57142857143,9999
32257,17,370,8,127770,3,350,1,48,6,0,0,408,14196.666666666666,7500
32258,32,643,8,182000,3,916,5,48,25,1,0,997,20222.222222222223,15500
32259,36,1140,7,67000,3,718,4,45,6,1,0,776,8375.0,33999
32260,34,1424,5,17340,3,514,4,45,25,0,0,591,2890.0,25900
32261,41,1668,4,19800,3,1007,4,45,25,1,0,1084,3960.0,75000
32262,42,1408,4,27500,3,832,4,87,54,1,0,980,5500.0,49000
32263,30,1434,9,18651,3,814,15,48,25,1,0,905,1865.1,28000
32264,27,1411,6,23600,3,662,4,48,25,1,0,742,3371.4285714285716,44500
32265,33,1740,2,19590,3,916,31,24,43,1,0,1017,6530.0,85950
32266,30,768,6,5093,3,596,4,48,6,1,0,657,727.5714285714286,55000
32267,36,455,13,100472,3,126,5,87,6,1,0,227,7176.571428571428,11000
32268,11,851,10,92000,3,459,15,45,25,1,0,547,8363.636363636364,20900
32269,32,1664,1,23850,5,949,31,16,25,1,0,1026,11925.0,73500
32270,46,1774,6,49860,3,937,17,45,54,1,0,1056,7122.857142857143,157500
32271,40,1065,3,3959,3,472,17,87,3,1,0,582,989.75,38999
32272,29,1757,2,4100,6,1020,17,87,25,1,0,1155,1366.6666666666667,92500
32273,41,1668,10,22500,3,859,4,87,6,1,0,959,2045.4545454545455,78000
32274,30,1739,2,2010,3,1012,17,16,25,1,0,1073,670.0,59200
32275,34,506,13,77200,3,315,4,48,25,0,0,395,5514.285714285715,22500
32276,33,1702,1,9000,3,962,19,60,3,1,0,1047,4500.0,92000
32277,19,788,17,179000,3,538,4,16,6,0,0,567,9944.444444444445,4199
32278,30,1324,2,18000,3,736,17,48,25,1,0,829,6000.0,74000
32279,13,386,7,66000,3,220,4,45,25,1,0,297,8250.0,12500
32280,29,383,18,125559,3,257,5,16,6,0,0,287,6608.368421052632,4800
32281,9,331,17,62310,3,232,2,87,25,1,0,349,3461.6666666666665,15900
32282,32,799,4,23600,3,627,31,87,25,1,0,773,4720.0,35500
32283,33,1246,2,7458,3,803,9,48,25,1,0,888,2486.0,40000
32284,34,1765,5,35580,3,990,15,16,25,1,0,1049,5930.0,78990
32285,29,880,6,60251,3,555,15,87,25,0,0,685,8607.285714285714,44900
32286,33,339,13,139000,3,133,5,48,3,0,0,192,9928.57142857143,10000
32287,27,1098,6,40000,3,662,17,60,25,1,0,767,5714.285714285715,32500
32288,34,1550,5,45791,3,868,4,45,25,0,0,945,7631.833333333333,29000
32289,5,576,5,58000,3,485,5,45,25,1,0,563,9666.666666666666,21000
32290,32,296,13,271000,3,163,4,24,6,1,0,200,19357.14285714286,10500
32291,34,748,8,38000,1,319,4,45,25,1,0,394,4222.222222222223,70000
32292,23,597,11,115000,3,418,4,45,85,0,0,555,9583.333333333334,13000
32293,33,118,23,57000,3,81,4,48,3,1,0,139,2375.0,29500
32294,34,262,17,46000,3,190,4,60,6,1,0,263,2555.5555555555557,19500
32295,45,1471,3,3000,3,904,19,45,25,1,0,996,750.0,91995
32296,34,1688,7,4100,3,933,19,45,25,1,0,1025,512.5,209900
32297,25,736,8,83400,3,477,4,60,43,1,0,587,9266.666666666666,24500
32298,33,1131,5,76249,3,752,21,45,58,1,0,879,12708.166666666666,26288
32299,27,673,16,131000,3,590,2,60,6,1,0,661,7705.882352941177,9750
32300,13,453,9,82900,3,403,4,87,25,0,0,522,8290.0,9250
32301,34,1398,5,59500,3,781,30,16,25,1,0,855,9916.666666666666,24995
32302,34,550,8,31150,3,514,17,48,25,1,0,607,3461.1111111111113,55000
32303,13,757,6,71669,3,386,4,45,25,1,0,463,10238.42857142857,18688
32304,33,665,17,36700,3,455,9,24,6,1,0,497,2038.888888888889,27000
32305,33,906,3,24915,3,682,21,49,58,1,0,813,6228.75,49685
32306,29,537,12,137273,3,257,4,60,6,1,0,330,10559.461538461539,10000
32307,26,440,26,118000,3,226,4,103,25,0,0,361,4370.37037037037,12500
32308,24,1165,3,22200,3,638,4,48,25,1,0,718,5550.0,44400
32309,34,1765,4,6600,3,990,15,87,25,1,0,1120,1320.0,110000
32310,39,1000,11,117878,5,608,5,48,3,0,0,669,9823.166666666666,20500
32311,26,59,20,212500,3,51,4,45,3,1,0,106,10119.047619047618,8250
32312,26,440,16,79893,3,224,1,45,25,1,0,298,4699.588235294118,14750
32313,16,1202,3,22200,3,628,6,48,6,1,0,691,5550.0,42000
32314,20,581,14,84100,1,319,9,48,54,0,0,431,5606.666666666667,17900
32315,29,801,6,53000,3,555,4,48,43,1,0,653,7571.428571428572,32000
32316,25,298,11,107818,3,198,5,48,6,0,0,260,8984.833333333334,16800
32317,38,1825,2,1087,3,1057,44,227,25,1,0,1356,362.3333333333333,489000
32318,26,1396,4,222,3,642,4,87,25,1,0,761,44.4,43500
32319,19,1551,3,59000,3,881,4,45,25,1,0,958,14750.0,53500
32320,33,1670,1,2058,3,962,4,87,6,1,0,1062,1029.0,101999
32321,45,1810,2,21240,3,976,44,238,10,1,0,1271,7080.0,197750
32322,18,1521,5,69205,3,862,31,45,25,1,0,966,11534.166666666666,69900
32323,28,1587,9,49810,3,743,5,45,25,0,0,821,4981.0,20000
32324,24,746,5,54000,3,573,4,45,25,1,0,650,9000.0,33000
32325,26,932,5,67800,3,642,4,45,25,1,0,719,11300.0,36500
32326,34,1363,5,40000,3,726,30,48,25,1,0,832,6666.666666666667,41000
32327,30,953,9,95426,3,386,4,87,25,0,0,505,9542.6,14195
32328,33,1246,14,83000,3,345,4,60,25,1,0,437,5533.333333333333,15750
32329,19,119,17,138000,3,93,2,60,6,1,0,164,7666.666666666667,6250
32330,32,1206,7,92861,3,769,31,60,3,1,0,866,11607.625,35500
32331,34,646,10,75073,2,413,17,45,25,0,0,502,6824.818181818182,25900
32332,47,1737,16,79000,3,964,4,45,6,1,0,1022,4647.058823529412,38500
32333,33,141,20,170000,3,138,4,24,3,1,0,172,8095.238095238095,6000
32334,36,884,5,35200,3,590,17,45,25,1,0,680,5866.666666666667,27500
32335,14,217,18,300183,3,158,2,45,3,0,0,211,15799.105263157895,10900
32336,32,1206,7,91000,2,711,5,48,3,1,0,769,11375.0,23000
32337,7,104,12,111850,2,137,4,3,25,1,0,171,8603.846153846154,12500
32338,34,1550,6,24500,3,868,15,45,31,1,0,962,3500.0,64000
32339,27,734,11,112000,3,590,4,60,6,1,0,663,9333.333333333334,8800
32340,14,466,14,7800,3,458,1,149,25,1,0,636,520.0,51800
32341,33,456,17,121800,2,328,4,60,25,1,0,419,6766.666666666667,4800
32342,17,452,7,87000,3,238,5,48,25,1,0,319,10875.0,15499
32343,30,833,6,50000,3,672,19,45,25,1,0,764,7142.857142857143,49000
32344,25,298,11,148000,3,198,5,45,25,0,0,276,12333.333333333334,10750
32345,5,615,8,91700,3,268,9,45,25,1,0,350,10188.888888888889,13999
32346,25,1458,9,1500,3,812,4,103,43,1,0,965,150.0,39500
32347,30,631,9,57550,3,386,9,45,25,1,0,468,5755.0,29895
32348,14,1571,6,31917,3,867,17,45,25,1,0,957,4559.571428571428,54000
32349,33,817,13,102200,3,656,5,3,6,1,0,673,7300.0,38490
32350,32,1381,4,52500,2,711,31,45,25,1,0,814,10500.0,55000
32351,20,843,5,26000,3,471,17,45,52,1,0,588,4333.333333333333,37000
32352,11,150,7,100600,3,634,10,45,2,0,0,694,12575.0,14311
32353,32,1664,2,3763,5,949,31,60,25,1,0,1070,1254.3333333333333,59200
32354,30,1512,3,13300,3,934,19,45,25,1,0,1026,3325.0,78999
32355,36,726,11,123500,3,510,17,45,6,0,0,581,10291.666666666666,17000
32356,30,1324,6,57500,3,736,17,45,25,1,0,826,8214.285714285714,57000
32357,15,575,12,91545,3,346,17,16,25,0,0,407,7041.923076923077,24900
32358,36,1707,4,29000,6,936,4,45,25,1,0,1016,5800.0,70000
32359,25,961,11,73000,3,572,5,48,25,0,0,653,6083.333333333333,14995
32360,34,168,19,153460,3,257,4,3,5,0,0,272,7673.0,5800
32361,34,1469,3,17500,3,719,30,48,25,1,0,825,4375.0,95000
32362,33,1437,6,7600,3,803,9,87,25,1,0,927,1085.7142857142858,46000
32363,34,1688,3,17994,3,933,17,45,25,1,0,1023,4498.5,58900
32364,13,90,10,125519,3,10,3,60,3,1,0,79,11410.818181818182,16900
32365,18,242,11,139000,2,308,5,24,25,0,0,364,11583.333333333334,22000
32366,14,1713,2,12500,3,922,19,45,25,1,0,1014,4166.666666666667,104999
32367,26,591,22,160900,3,123,0,2,25,0,0,153,6995.652173913043,15999
32368,16,517,10,112000,3,148,6,87,25,1,0,269,10181.818181818182,17000
32369,34,367,12,76100,3,180,17,87,25,1,0,312,5853.846153846154,40000
32370,28,521,15,155000,2,358,5,24,25,1,0,414,9687.5,16900
32371,32,1206,4,24207,3,799,27,24,10,1,0,863,4841.4,37698
32372,7,274,17,74582,3,97,4,16,25,0,0,145,4143.444444444444,15995
32373,29,945,10,89563,3,492,15,48,25,0,0,583,8142.090909090909,24999
32374,29,1757,2,4100,6,1020,19,45,25,1,0,1115,1366.6666666666667,162500
32375,30,841,6,68000,3,596,17,45,25,0,0,686,9714.285714285714,28000
